parameter,parameter_label,objective,cell,parameter_value,n_seeds,loss_mean,loss_std,gradient_mean,gradient_std,slope_mean,slope_std,seed_alignment_fraction,seed_qualified_fraction,update_positive_fraction,slope_positive_fraction,interior_fraction,update_nonzero_fraction,secant_consistency_fraction,cv_stencil_valid_fraction,cv_stencil_invalid_fraction,firing_rate_mean_hz,firing_rate_std_hz,spike_count_mean,sim_cv_mean,cv_valid_fraction,loss_sem,gradient_sem,slope_sem,firing_rate_sem_hz,raw_aligned,classification,qualified_status,aligned
output_ad,Output adaptation,PSTH SSE,1,0.0010000000474974,3,40034.0,346.6237152879185,-3605712.4166666665,26035.631589628018,-105736106.08892266,763016.2249319887,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,147.22101048063266,0.11784452146856048,4387.333333333333,1.4269280036290486,1.0,200.12329532898798,15031.67890679366,440527.62286053575,0.06803756619239602,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,1,0.0020000000949949,3,12023.0,272.8974166239028,-1090852.3333333333,18383.700342598582,-18524287.854806688,131405.80282893515,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,91.68596132120847,0.1270406663266195,2732.3333333333335,1.2804878155390422,1.0,157.55739694896374,10613.834341500708,75867.1756363646,0.0733469629017032,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,1,0.0035000001080334,3,5581.666666666667,302.116423475013,-270582.3020833333,6999.016214095334,-2414777.652470948,101582.13836308301,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,60.79214344037672,0.2284104320510715,1811.6666666666667,1.1286886930465698,1.0,174.42699841990574,4040.883895270497,58648.47492878379,0.13187282443040488,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,1,0.0049999998882412,3,4778.666666666667,108.31589603254595,-34454.515625,6096.137171626243,-241244.7930414422,150539.5487516827,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.6666666666666666,1.0,0.0,46.45257989105511,0.1356146399223977,1384.3333333333333,1.0175439318021138,1.0,62.53621173190592,3519.6064370552954,86914.04899546881,0.07829714886525048,True,green,inconclusive,True
output_ad,Output adaptation,PSTH SSE,1,0.0052542784251272,3,4730.0,79.22120928135344,-3448.2504069010415,4651.726310005849,-157491.70716320522,197062.0170417492,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,44.6629307741351,0.17756124365387968,1331.0,1.0019974907239277,1.0,45.73838650411709,2685.6754372783416,113773.80858610453,0.10251503182121217,True,green,inconclusive,True
output_ad,Output adaptation,PSTH SSE,1,0.0074999998323619,3,5048.666666666667,94.49514978734788,103009.70052083333,5501.622144055579,206051.18373363614,7228.362806587746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.90266545865351,0.10251503182121195,1010.3333333333334,0.8844141761461893,1.0,54.55680016683931,3176.363025850095,4173.297212183714,0.05918708121795978,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,1,0.0099999997764825,3,5742.333333333333,40.26578365477745,132253.08333333334,6059.25723551783,250066.67225609566,14709.181135333716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,27.157925349261205,0.15498815991131154,809.3333333333334,0.7670815189679464,1.0,23.247461032216997,3498.3137960154068,8492.349688043887,0.0894824558460005,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,1,0.0149999996647238,3,6718.666666666667,79.53825075605658,148495.63541666666,2199.043046507703,173811.11226455754,9979.776413711637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.8762905047929,0.17219561220921642,592.3333333333334,0.6232737501462301,1.0,45.92143048488123,1269.618094860797,5761.826598908692,0.09941718306226352,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,1,0.025000000372529,3,8027.666666666667,114.9318638730501,114510.40885416667,7051.074700897902,130899.99073483062,6775.691367007011,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,13.713186358399605,0.16889443162468254,408.6666666666667,0.44390858213106793,1.0,66.35594254557091,4070.9398766395643,3911.9472346873213,0.09751124556313931,True,green,inconclusive,True
output_ad,Output adaptation,PSTH SSE,2,0.0,3,19349.0,278.86018001858923,-2638321.5833333335,39341.45278387462,-41398664.700346015,451704.8969747041,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.28312249029675,0.4555867667621093,2869.3333333333335,0.6883127689361572,1.0,161.0,22713.798355080966,260791.9438626176,0.26303314242933507,True,green,inconclusive,True
output_ad,Output adaptation,PSTH SSE,2,0.0002500000118743,3,8999.333333333334,172.7464423174423,-1560467.5,16423.504411075763,-28557331.97693946,436313.3223375598,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,69.20349428990079,0.36962320373720386,2062.3333333333335,0.6542655030886332,1.0,99.73520497352548,9482.114692771598,251905.6141026101,0.21340205617640656,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,2,0.0005000000237487,3,5070.333333333333,60.706946335105,-921032.125,5208.613376762932,-12179999.421479128,347539.90925661504,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,53.79014127042716,0.648072477964763,1603.0,0.634978175163269,1.0,35.04917180825304,3007.1943351787645,200652.26016344482,0.3741648196073437,True,green,stable_green,True
output_ad,Output adaptation,PSTH SSE,2,0.0010000000474974,3,2516.3333333333335,34.42867022313426,-381340.34375,17506.2048635229,-3734888.7114914446,114840.14109379679,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,37.71685513908929,0.506683294874049,1124.0,0.6236077149709066,1.0,19.87740202116742,10107.212090443683,66302.98637427819,0.29253373668941873,True,green,stable_green,True
