seed,parameter,parameter_label,objective,cell,parameter_value,loss,analytic_gradient,psth_sse,cv_squared_error,firing_rate_hz,spike_count,sim_cv,cv_valid,numerical_slope,left_secant,right_secant,is_interior,update_nonzero,secants_consistent,cv_stencil_valid,cv_stencil_invalid,seed_qualified,seed_aligned
456,rel_ref_a,Relative refractory a,CV squared error,7,2.0,0.3655545115470886,-0.0057702427729964,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_a,Relative refractory a,CV squared error,7,4.0,0.3655545115470886,-9.2103990027681e-05,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_a,Relative refractory a,CV squared error,7,6.0,0.3655545115470886,-1.6882394220374408e-06,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_a,Relative refractory a,CV squared error,7,8.0,0.3655545115470886,-3.07708809543783e-08,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,4.440892098500626e-16,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_a,Relative refractory a,CV squared error,7,8.140619277954102,0.3655545115470886,-2.3286069961159228e-08,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,5.898059818321144e-16,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_a,Relative refractory a,CV squared error,7,10.0,0.3655545115470886,-8.316453081747e-10,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,6.938893903907228e-18,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_a,Relative refractory a,CV squared error,7,15.0,0.3655545115470886,0.0,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,,False,False,False,False,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,1,0.0,0.0833723247051239,1.7379099270797835e-09,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,,0.0,False,True,False,False,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,1,0.25,0.0833723247051239,1.7379099270797835e-09,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,1,0.5,0.0833723247051239,3.475819854159567e-09,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,6.938893903907228e-18,0.0,0.0,True,True,False,True,False,False,True
456,rel_ref_b,Relative refractory b,CV squared error,1,1.0,0.0833723247051239,1.0427471330842764e-08,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,3.469446951953614e-18,0.0,0.0,True,True,False,True,False,False,True
456,rel_ref_b,Relative refractory b,CV squared error,1,2.0,0.0833723247051239,7.299220072809477e-08,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,1.734723475976807e-18,0.0,0.0,True,True,False,True,False,False,True
456,rel_ref_b,Relative refractory b,CV squared error,1,4.0,0.0833723247051239,3.981554073106963e-06,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,1,6.0,0.0833723247051239,0.000215772059164,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,1,8.0,0.0833723247051239,0.0081939240917563,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,1,10.0,0.0833723247051239,0.0044171917252242,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,-3.469446951953614e-18,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,1,15.0,0.0833723247051239,0.0045756171457469,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,8.673617379884035e-19,0.0,0.0,True,True,False,True,False,False,True
456,rel_ref_b,Relative refractory b,CV squared error,1,25.0,0.0833723247051239,0.8153932094573975,4660.0,0.0833723247051239,44.595818932250594,1329.0,1.0396355390548706,True,0.0,0.0,,False,True,False,False,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,0.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,,0.0,False,False,False,False,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,0.25,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,0.5,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,1.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,2.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,4.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,6.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,8.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,-1.1102230246251565e-16,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,8.554961204528809,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,-9.71445146547012e-17,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,10.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,2.42861286636753e-17,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,15.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,0.0,True,False,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,2,25.0,0.3583820164203644,0.0,1426.0,0.3583820164203644,17.482634810912383,521.0,0.6016587615013123,True,0.0,0.0,,False,False,False,False,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,0.0,0.3655545115470886,2.494936701680217e-09,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,,0.0,False,True,False,False,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,0.25,0.3655545115470886,4.1582253196281735e-09,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,0.5,0.3655545115470886,6.6531624653976e-09,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,1.0,0.3655545115470886,1.7464559576296782e-08,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,1.1436665058135986,0.3655545115470886,2.3286069961159228e-08,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,-1.1796119636642288e-16,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,2.0,0.3655545115470886,1.2973667651294818e-07,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,-1.3877787807814457e-17,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,4.0,0.3655545115470886,7.063169960019877e-06,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,6.0,0.3655545115470886,0.0003753556811716,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,8.0,0.3655545115470886,0.0068402090109884,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,10.0,0.3655545115470886,0.0006462110904976,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,-1.0408340855860843e-17,0.0,0.0,True,True,False,True,False,False,False
456,rel_ref_b,Relative refractory b,CV squared error,7,15.0,0.3655545115470886,0.0155164534226059,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,5.204170427930421e-18,0.0,0.0,True,True,False,True,False,False,True
456,rel_ref_b,Relative refractory b,CV squared error,7,25.0,0.3655545115470886,0.4981403946876526,2790.0,0.3655545115470886,15.43572363343512,460.0,1.096213698387146,True,0.0,0.0,,False,True,False,False,False,False,False
456,rel_ref_c,Relative refractory c,CV squared error,1,0.2000000029802322,0.1100559532642364,-11686.9443359375,4435.0,0.1100559532642364,43.89114459246333,1308.0,0.996631383895874,True,-0.14036633388026817,,-0.14036633388026817,False,True,False,False,False,False,True
