seed,row_index,row_kind,grid_index,parameter,parameter_label,objective,cell,checkpoint_batch_zero_based,parameter_value,loss,psth_sse,cv_squared_error,analytic_gradient,firing_rate_hz,spike_count,sim_cv,cv_valid
123,111,grid,1,abs_ref,Absolute refractory period (ms),CV squared error,2,3,0.5,0.18273113667964935,1426.0,0.18273113667964935,0.07315642386674881,19.2946545417939,575.0,0.772838294506073,True
123,111,grid,1,abs_ref,Absolute refractory period (ms),CV squared error,7,3,0.5,0.4479450285434723,2717.0,0.4479450285434723,0.5917969942092896,13.992819032918357,417.0,1.0315377712249756,True
123,112,grid,2,abs_ref,Absolute refractory period (ms),CV squared error,1,6,1.0,0.3212524354457855,4405.0,0.3212524354457855,1.2580326795578003,41.206670917083315,1228.0,0.7615868449211121,True
123,112,grid,2,abs_ref,Absolute refractory period (ms),CV squared error,2,3,1.0,0.25388121604919434,1381.0,0.25388121604919434,0.05123300850391388,18.455756518237642,550.0,0.6964426636695862,True
123,112,grid,2,abs_ref,Absolute refractory period (ms),CV squared error,7,3,1.0,0.5479127168655396,2625.0,0.5479127168655396,0.30152973532676697,13.388812455957853,399.0,0.960613489151001,True
123,113,grid,3,abs_ref,Absolute refractory period (ms),CV squared error,1,6,2.0,0.41545894742012024,4410.0,0.41545894742012024,1.029708743095398,39.83087815845106,1187.0,0.6838171482086182,True
123,113,grid,3,abs_ref,Absolute refractory period (ms),CV squared error,2,3,2.0,0.33155786991119385,1277.0,0.33155786991119385,0.014105779118835926,17.851749941277138,532.0,0.6244983077049255,True
123,113,grid,3,abs_ref,Absolute refractory period (ms),CV squared error,7,3,2.0,0.6258743405342102,2712.0,0.6258743405342102,0.047544606029987335,12.885473641824099,384.0,0.9097025394439697,True
123,114,grid,4,abs_ref,Absolute refractory period (ms),CV squared error,1,6,3.0,0.46669667959213257,4342.0,0.46669667959213257,0.29174479842185974,39.29398342337505,1171.0,0.6452261805534363,True
123,114,grid,4,abs_ref,Absolute refractory period (ms),CV squared error,2,3,3.0,0.35013261437416077,1329.0,0.35013261437416077,0.011565335094928741,17.91886178316164,534.0,0.6085888743400574,True
123,114,grid,4,abs_ref,Absolute refractory period (ms),CV squared error,7,3,3.0,0.6523079872131348,2679.0,0.6523079872131348,0.006867442280054092,12.784805878997348,381.0,0.8931688666343689,True
123,115,grid,5,abs_ref,Absolute refractory period (ms),CV squared error,1,6,4.0,0.4986734092235565,4434.0,0.4986734092235565,0.3716380298137665,38.824200530183546,1157.0,0.6222100853919983,True
123,115,grid,5,abs_ref,Absolute refractory period (ms),CV squared error,2,3,4.0,0.37165817618370056,1327.0,0.37165817618370056,0.00643018027767539,17.851749941277138,532.0,0.590671181678772,True
123,115,grid,5,abs_ref,Absolute refractory period (ms),CV squared error,7,3,4.0,0.655104398727417,2668.0,0.655104398727417,-0.0007206795271486044,12.751249958055098,380.0,0.8914395570755005,True
123,116,grid,6,abs_ref,Absolute refractory period (ms),CV squared error,1,6,5.0,0.5078045129776001,4531.0,0.5078045129776001,0.2833046615123749,38.4550853998188,1146.0,0.6157741546630859,True
123,116,grid,6,abs_ref,Absolute refractory period (ms),CV squared error,2,3,5.0,0.3818068504333496,1343.0,0.3818068504333496,0.0024944620672613382,17.784638099392637,530.0,0.5824037194252014,True
123,116,grid,6,abs_ref,Absolute refractory period (ms),CV squared error,7,3,5.0,0.6690363883972168,2666.0,0.6690363883972168,0.0005340742645785213,12.617026274286097,376.0,0.882878303527832,True
123,117,grid,7,abs_ref,Absolute refractory period (ms),CV squared error,1,6,7.5,0.6181326508522034,4274.0,0.6181326508522034,0.5119245648384094,37.54907553437804,1119.0,0.5421640872955322,True
123,117,grid,7,abs_ref,Absolute refractory period (ms),CV squared error,2,3,7.5,0.4217678904533386,1281.0,0.4217678904533386,0.004161247052252293,17.516190731854635,522.0,0.5508723258972168,True
123,117,grid,7,abs_ref,Absolute refractory period (ms),CV squared error,7,3,7.5,0.6866199970245361,2673.0,0.6866199970245361,0.0044310856610536575,12.583470353343847,375.0,0.8721993565559387,True
123,118,grid,8,abs_ref,Absolute refractory period (ms),CV squared error,1,6,10.0,0.6879370212554932,4415.0,0.6879370212554932,0.16849873960018158,36.71017751082178,1094.0,0.4989585280418396,True
123,118,grid,8,abs_ref,Absolute refractory period (ms),CV squared error,2,3,10.0,0.4534721076488495,1262.0,0.4534721076488495,0.0024063498713076115,17.07996375960538,509.0,0.5269055366516113,True
123,118,grid,8,abs_ref,Absolute refractory period (ms),CV squared error,7,3,10.0,0.7033742070198059,2662.0,0.7033742070198059,0.0037430524826049805,12.482802590517096,372.0,0.8621506690979004,True
123,119,grid,9,abs_ref,Absolute refractory period (ms),CV squared error,1,6,15.0,0.8452351689338684,4763.0,0.8452351689338684,0.5257141590118408,34.15992751921076,1018.0,0.40901151299476624,True
123,119,grid,9,abs_ref,Absolute refractory period (ms),CV squared error,2,3,15.0,0.5126678347587585,1293.0,0.5126678347587585,0.004691959824413061,16.64373678735613,496.0,0.4843006730079651,True
123,119,grid,9,abs_ref,Absolute refractory period (ms),CV squared error,7,3,15.0,0.7707297801971436,2711.0,0.7707297801971436,0.010799048468470573,12.247911143921344,365.0,0.8229125738143921,True
123,120,grid,10,abs_ref,Absolute refractory period (ms),CV squared error,1,6,25.0,1.10746169090271,5365.0,1.10746169090271,0.94683438539505,28.455420959028217,848.0,0.2760181128978729,True
123,120,grid,10,abs_ref,Absolute refractory period (ms),CV squared error,2,3,25.0,0.6460463404655457,1289.0,0.6460463404655457,0.01328145433217287,15.771282842857621,470.0,0.3965388834476471,True
123,120,grid,10,abs_ref,Absolute refractory period (ms),CV squared error,7,3,25.0,0.9141224026679993,2865.0,0.9141224026679993,0.017131680622696877,11.50968088319184,343.0,0.7447272539138794,True
123,121,checkpoint_baseline,-1,abs_ref,Absolute refractory period (ms),CV squared error,1,6,0.0,0.12150664627552032,4714.0,0.12150664627552032,1.579781413078308,44.52870709036609,1327.0,0.9798001646995544,True
123,121,checkpoint_baseline,-1,abs_ref,Absolute refractory period (ms),CV squared error,2,3,3.6539320945739746,0.3585936427116394,1324.0,0.3585936427116394,0.014340817928314209,17.885305862219386,533.0,0.6014820337295532,True
123,121,checkpoint_baseline,-1,abs_ref,Absolute refractory period (ms),CV squared error,7,3,0.0,0.3006350100040436,2910.0,0.3006350100040436,0.7410614490509033,15.50283547531962,462.0,1.1525228023529053,True
123,122,grid,0,rel_ref_a,Relative refractory a,CV squared error,1,6,0.0010000000474974513,0.12150664627552032,4714.0,0.12150664627552032,-970617.5625,44.52870709036609,1327.0,0.9798001646995544,True
123,122,grid,0,rel_ref_a,Relative refractory a,CV squared error,2,3,0.0010000000474974513,1.0850720405578613,2030.0,1.0850720405578613,-673.7594604492188,1.9797993355927652,59.0,0.1586410254240036,True
123,122,grid,0,rel_ref_a,Relative refractory a,CV squared error,7,3,0.0010000000474974513,0.3641921281814575,2745.0,0.3641921281814575,-1310878.375,14.798161135532364,441.0,1.0973414182662964,True
123,123,grid,1,rel_ref_a,Relative refractory a,CV squared error,1,6,0.05000000074505806,0.12150664627552032,4714.0,0.12150664627552032,-15474.455078125,44.52870709036609,1327.0,0.9798001646995544,True
123,123,grid,1,rel_ref_a,Relative refractory a,CV squared error,2,3,0.05000000074505806,0.43186113238334656,1332.0,0.43186113238334656,-49979.55859375,17.482634810912383,521.0,0.5431475043296814,True
123,123,grid,1,rel_ref_a,Relative refractory a,CV squared error,7,3,0.05000000074505806,0.3195480406284332,2827.0,0.3195480406284332,-12346.6357421875,15.335055870608368,457.0,1.135538935661316,True
123,124,grid,2,rel_ref_a,Relative refractory a,CV squared error,1,6,0.10000000149011612,0.12150664627552032,4714.0,0.12150664627552032,-5117.2060546875,44.52870709036609,1327.0,0.9798001646995544,True
123,124,grid,2,rel_ref_a,Relative refractory a,CV squared error,2,3,0.10000000149011612,0.363065242767334,1316.0,0.363065242767334,-12931.9736328125,17.885305862219386,533.0,0.5977599620819092,True
123,124,grid,2,rel_ref_a,Relative refractory a,CV squared error,7,3,0.10000000149011612,0.3136764466762543,2913.0,0.3136764466762543,-8366.8427734375,15.402167712492869,459.0,1.1407564878463745,True
123,125,grid,3,rel_ref_a,Relative refractory a,CV squared error,1,6,0.25,0.12150664627552032,4714.0,0.12150664627552032,-414.52239990234375,44.52870709036609,1327.0,0.9798001646995544,True
123,125,grid,3,rel_ref_a,Relative refractory a,CV squared error,2,3,0.25,0.3585936427116394,1324.0,0.3585936427116394,-26.304059982299805,17.885305862219386,533.0,0.6014820337295532,True
123,125,grid,3,rel_ref_a,Relative refractory a,CV squared error,7,3,0.25,0.3006350100040436,2910.0,0.3006350100040436,-1257.4254150390625,15.50283547531962,462.0,1.1525228023529053,True
123,126,grid,4,rel_ref_a,Relative refractory a,CV squared error,1,6,0.5,0.12150664627552032,4714.0,0.12150664627552032,-19.071495056152344,44.52870709036609,1327.0,0.9798001646995544,True
123,126,grid,4,rel_ref_a,Relative refractory a,CV squared error,2,3,0.5,0.3585936427116394,1324.0,0.3585936427116394,-6.381001282917964e-10,17.885305862219386,533.0,0.6014820337295532,True
123,126,grid,4,rel_ref_a,Relative refractory a,CV squared error,7,3,0.5,0.3006350100040436,2910.0,0.3006350100040436,-79.97236633300781,15.50283547531962,462.0,1.1525228023529053,True
123,127,grid,5,rel_ref_a,Relative refractory a,CV squared error,1,6,1.0,0.12150664627552032,4714.0,0.12150664627552032,-0.22229115664958954,44.52870709036609,1327.0,0.9798001646995544,True
123,127,grid,5,rel_ref_a,Relative refractory a,CV squared error,2,3,1.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,127,grid,5,rel_ref_a,Relative refractory a,CV squared error,7,3,1.0,0.3006350100040436,2910.0,0.3006350100040436,-0.9714230895042419,15.50283547531962,462.0,1.1525228023529053,True
123,128,grid,6,rel_ref_a,Relative refractory a,CV squared error,1,6,2.0,0.12150664627552032,4714.0,0.12150664627552032,-0.0016636562068015337,44.52870709036609,1327.0,0.9798001646995544,True
123,128,grid,6,rel_ref_a,Relative refractory a,CV squared error,2,3,2.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,128,grid,6,rel_ref_a,Relative refractory a,CV squared error,7,3,2.0,0.3006350100040436,2910.0,0.3006350100040436,-0.0062468526884913445,15.50283547531962,462.0,1.1525228023529053,True
123,129,grid,7,rel_ref_a,Relative refractory a,CV squared error,1,6,4.0,0.12150664627552032,4714.0,0.12150664627552032,-2.024875720962882e-05,44.52870709036609,1327.0,0.9798001646995544,True
123,129,grid,7,rel_ref_a,Relative refractory a,CV squared error,2,3,4.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,129,grid,7,rel_ref_a,Relative refractory a,CV squared error,7,3,4.0,0.3006350100040436,2910.0,0.3006350100040436,-9.193633013637736e-05,15.50283547531962,462.0,1.1525228023529053,True
123,130,grid,8,rel_ref_a,Relative refractory a,CV squared error,1,6,6.0,0.12150664627552032,4714.0,0.12150664627552032,-3.681181794945587e-07,44.52870709036609,1327.0,0.9798001646995544,True
123,130,grid,8,rel_ref_a,Relative refractory a,CV squared error,2,3,6.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,130,grid,8,rel_ref_a,Relative refractory a,CV squared error,7,3,6.0,0.3006350100040436,2910.0,0.3006350100040436,-1.6835917904245434e-06,15.50283547531962,462.0,1.1525228023529053,True
123,131,grid,9,rel_ref_a,Relative refractory a,CV squared error,1,6,8.0,0.12150664627552032,4714.0,0.12150664627552032,-7.147924030448394e-09,44.52870709036609,1327.0,0.9798001646995544,True
123,131,grid,9,rel_ref_a,Relative refractory a,CV squared error,2,3,8.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,131,grid,9,rel_ref_a,Relative refractory a,CV squared error,7,3,8.0,0.3006350100040436,2910.0,0.3006350100040436,-3.068617715484834e-08,15.50283547531962,462.0,1.1525228023529053,True
123,132,grid,10,rel_ref_a,Relative refractory a,CV squared error,1,6,10.0,0.12150664627552032,4714.0,0.12150664627552032,0.0,44.52870709036609,1327.0,0.9798001646995544,True
123,132,grid,10,rel_ref_a,Relative refractory a,CV squared error,2,3,10.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,132,grid,10,rel_ref_a,Relative refractory a,CV squared error,7,3,10.0,0.3006350100040436,2910.0,0.3006350100040436,-8.29355806253318e-10,15.50283547531962,462.0,1.1525228023529053,True
123,133,grid,11,rel_ref_a,Relative refractory a,CV squared error,1,6,15.0,0.12150664627552032,4714.0,0.12150664627552032,0.0,44.52870709036609,1327.0,0.9798001646995544,True
123,133,grid,11,rel_ref_a,Relative refractory a,CV squared error,2,3,15.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,133,grid,11,rel_ref_a,Relative refractory a,CV squared error,7,3,15.0,0.3006350100040436,2910.0,0.3006350100040436,0.0,15.50283547531962,462.0,1.1525228023529053,True
123,134,checkpoint_baseline,-1,rel_ref_a,Relative refractory a,CV squared error,1,6,8.795970916748047,0.12150664627552032,4714.0,0.12150664627552032,-1.7869810076120984e-09,44.52870709036609,1327.0,0.9798001646995544,True
123,134,checkpoint_baseline,-1,rel_ref_a,Relative refractory a,CV squared error,2,3,3.2449843883514404,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,134,checkpoint_baseline,-1,rel_ref_a,Relative refractory a,CV squared error,7,3,8.140619277954102,0.3006350100040436,2910.0,0.3006350100040436,-2.3221952361041076e-08,15.50283547531962,462.0,1.1525228023529053,True
123,135,grid,0,rel_ref_b,Relative refractory b,CV squared error,1,6,0.0,0.12150664627552032,4714.0,0.12150664627552032,1.7869810076120984e-09,44.52870709036609,1327.0,0.9798001646995544,True
123,135,grid,0,rel_ref_b,Relative refractory b,CV squared error,2,3,0.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,135,grid,0,rel_ref_b,Relative refractory b,CV squared error,7,3,0.0,0.3006350100040436,2910.0,0.3006350100040436,2.488067973871466e-09,15.50283547531962,462.0,1.1525228023529053,True
123,136,grid,1,rel_ref_b,Relative refractory b,CV squared error,1,6,0.25,0.12150664627552032,4714.0,0.12150664627552032,1.7869810076120984e-09,44.52870709036609,1327.0,0.9798001646995544,True
123,136,grid,1,rel_ref_b,Relative refractory b,CV squared error,2,3,0.25,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,136,grid,1,rel_ref_b,Relative refractory b,CV squared error,7,3,0.25,0.3006350100040436,2910.0,0.3006350100040436,4.146776255709028e-09,15.50283547531962,462.0,1.1525228023529053,True
123,137,grid,2,rel_ref_b,Relative refractory b,CV squared error,1,6,0.5,0.12150664627552032,4714.0,0.12150664627552032,3.573962015224197e-09,44.52870709036609,1327.0,0.9798001646995544,True
123,137,grid,2,rel_ref_b,Relative refractory b,CV squared error,2,3,0.5,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,137,grid,2,rel_ref_b,Relative refractory b,CV squared error,7,3,0.5,0.3006350100040436,2910.0,0.3006350100040436,6.634846450026544e-09,15.50283547531962,462.0,1.1525228023529053,True
123,138,grid,3,rel_ref_b,Relative refractory b,CV squared error,1,6,1.0,0.12150664627552032,4714.0,0.12150664627552032,1.0721881160691282e-08,44.52870709036609,1327.0,0.9798001646995544,True
123,138,grid,3,rel_ref_b,Relative refractory b,CV squared error,2,3,1.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,138,grid,3,rel_ref_b,Relative refractory b,CV squared error,7,3,1.0,0.3006350100040436,2910.0,0.3006350100040436,1.7416473596654214e-08,15.50283547531962,462.0,1.1525228023529053,True
123,139,grid,4,rel_ref_b,Relative refractory b,CV squared error,1,6,2.0,0.12150664627552032,4714.0,0.12150664627552032,7.505308019517543e-08,44.52870709036609,1327.0,0.9798001646995544,True
123,139,grid,4,rel_ref_b,Relative refractory b,CV squared error,2,3,2.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,139,grid,4,rel_ref_b,Relative refractory b,CV squared error,7,3,2.0,0.3006350100040436,2910.0,0.3006350100040436,1.2937952931224572e-07,15.50283547531962,462.0,1.1525228023529053,True
123,140,grid,5,rel_ref_b,Relative refractory b,CV squared error,1,6,4.0,0.12150664627552032,4714.0,0.12150664627552032,4.0939739847090095e-06,44.52870709036609,1327.0,0.9798001646995544,True
123,140,grid,5,rel_ref_b,Relative refractory b,CV squared error,2,3,4.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,140,grid,5,rel_ref_b,Relative refractory b,CV squared error,7,3,4.0,0.3006350100040436,2910.0,0.3006350100040436,7.043720415822463e-06,15.50283547531962,462.0,1.1525228023529053,True
123,141,grid,6,rel_ref_b,Relative refractory b,CV squared error,1,6,6.0,0.12150664627552032,4714.0,0.12150664627552032,0.00022186448040883988,44.52870709036609,1327.0,0.9798001646995544,True
123,141,grid,6,rel_ref_b,Relative refractory b,CV squared error,2,3,6.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,141,grid,6,rel_ref_b,Relative refractory b,CV squared error,7,3,6.0,0.3006350100040436,2910.0,0.3006350100040436,0.00037432232056744397,15.50283547531962,462.0,1.1525228023529053,True
123,142,grid,7,rel_ref_b,Relative refractory b,CV squared error,1,6,8.0,0.12150664627552032,4714.0,0.12150664627552032,0.008425284177064896,44.52870709036609,1327.0,0.9798001646995544,True
123,142,grid,7,rel_ref_b,Relative refractory b,CV squared error,2,3,8.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,142,grid,7,rel_ref_b,Relative refractory b,CV squared error,7,3,8.0,0.3006350100040436,2910.0,0.3006350100040436,0.006821379065513611,15.50283547531962,462.0,1.1525228023529053,True
123,143,grid,8,rel_ref_b,Relative refractory b,CV squared error,1,6,10.0,0.12150664627552032,4714.0,0.12150664627552032,0.004541849717497826,44.52870709036609,1327.0,0.9798001646995544,True
123,143,grid,8,rel_ref_b,Relative refractory b,CV squared error,2,3,10.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,143,grid,8,rel_ref_b,Relative refractory b,CV squared error,7,3,10.0,0.3006350100040436,2910.0,0.3006350100040436,0.0006445676553994417,15.50283547531962,462.0,1.1525228023529053,True
123,144,grid,9,rel_ref_b,Relative refractory b,CV squared error,1,6,15.0,0.12150664627552032,4714.0,0.12150664627552032,0.0034604929387569427,44.52870709036609,1327.0,0.9798001646995544,True
123,144,grid,9,rel_ref_b,Relative refractory b,CV squared error,2,3,15.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,144,grid,9,rel_ref_b,Relative refractory b,CV squared error,7,3,15.0,0.3006350100040436,2910.0,0.3006350100040436,0.018064530566334724,15.50283547531962,462.0,1.1525228023529053,True
123,145,grid,10,rel_ref_b,Relative refractory b,CV squared error,1,6,25.0,0.12150664627552032,4714.0,0.12150664627552032,0.46912023425102234,44.52870709036609,1327.0,0.9798001646995544,True
123,145,grid,10,rel_ref_b,Relative refractory b,CV squared error,2,3,25.0,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,145,grid,10,rel_ref_b,Relative refractory b,CV squared error,7,3,25.0,0.3006350100040436,2910.0,0.3006350100040436,0.7234343886375427,15.50283547531962,462.0,1.1525228023529053,True
123,146,checkpoint_baseline,-1,rel_ref_b,Relative refractory b,CV squared error,1,6,0.0,0.12150664627552032,4714.0,0.12150664627552032,1.7869810076120984e-09,44.52870709036609,1327.0,0.9798001646995544,True
123,146,checkpoint_baseline,-1,rel_ref_b,Relative refractory b,CV squared error,2,3,8.554961204528809,0.3585936427116394,1324.0,0.3585936427116394,0.0,17.885305862219386,533.0,0.6014820337295532,True
123,146,checkpoint_baseline,-1,rel_ref_b,Relative refractory b,CV squared error,7,3,1.1436665058135986,0.3006350100040436,2910.0,0.3006350100040436,2.3221952361041076e-08,15.50283547531962,462.0,1.1525228023529053,True
123,147,grid,0,rel_ref_c,Relative refractory c,CV squared error,1,6,0.20000000298023224,0.14554694294929504,4612.0,0.14554694294929504,-13853.8173828125,43.65625314586759,1301.0,0.9468720555305481,True
123,147,grid,0,rel_ref_c,Relative refractory c,CV squared error,2,3,0.20000000298023224,0.35890695452690125,1302.0,0.35890695452690125,-14744.9892578125,17.851749941277138,532.0,0.6012204885482788,True
123,147,grid,0,rel_ref_c,Relative refractory c,CV squared error,7,3,0.20000000298023224,0.35637640953063965,2697.0,0.35637640953063965,-7296.76171875,14.865272977416865,443.0,1.1038520336151123,True
123,148,grid,1,rel_ref_c,Relative refractory c,CV squared error,1,6,0.2800000011920929,0.13482972979545593,4675.0,0.13482972979545593,-12976.443359375,43.95825643434784,1310.0,0.9611865282058716,True
123,148,grid,1,rel_ref_c,Relative refractory c,CV squared error,2,3,0.2800000011920929,0.3589409291744232,1314.0,0.3589409291744232,-14364.6376953125,17.851749941277138,532.0,0.6011921167373657,True
123,148,grid,1,rel_ref_c,Relative refractory c,CV squared error,7,3,0.2800000011920929,0.3270289897918701,2752.0,0.3270289897918701,-6977.42138671875,15.167276265897117,452.0,1.1289602518081665,True
123,149,grid,2,rel_ref_c,Relative refractory c,CV squared error,1,6,0.36000001430511475,0.12735134363174438,4677.0,0.12735134363174438,-12140.6494140625,44.29381564377034,1320.0,0.9715149998664856,True
123,149,grid,2,rel_ref_c,Relative refractory c,CV squared error,2,3,0.36000001430511475,0.3587375581264496,1313.0,0.3587375581264496,-13966.140625,17.885305862219386,533.0,0.601361870765686,True
123,149,grid,2,rel_ref_c,Relative refractory c,CV squared error,7,3,0.36000001430511475,0.3191022276878357,2833.0,0.3191022276878357,-6921.0166015625,15.267944028723868,455.0,1.1359333992004395,True
123,150,grid,3,rel_ref_c,Relative refractory c,CV squared error,1,6,0.4399999976158142,0.12585486471652985,4718.0,0.12585486471652985,-11805.4873046875,44.46159524848159,1325.0,0.9736179113388062,True
123,150,grid,3,rel_ref_c,Relative refractory c,CV squared error,2,3,0.4399999976158142,0.35859614610671997,1325.0,0.35859614610671997,-13767.1103515625,17.885305862219386,533.0,0.6014799475669861,True
123,150,grid,3,rel_ref_c,Relative refractory c,CV squared error,7,3,0.4399999976158142,0.3051934242248535,2880.0,0.3051934242248535,-6503.701171875,15.435723633435119,460.0,1.1483815908432007,True
123,151,grid,4,rel_ref_c,Relative refractory c,CV squared error,1,6,0.5199999809265137,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,151,grid,4,rel_ref_c,Relative refractory c,CV squared error,2,3,0.5199999809265137,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,151,grid,4,rel_ref_c,Relative refractory c,CV squared error,7,3,0.5199999809265137,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
123,152,grid,5,rel_ref_c,Relative refractory c,CV squared error,1,6,0.6000000238418579,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,152,grid,5,rel_ref_c,Relative refractory c,CV squared error,2,3,0.6000000238418579,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,152,grid,5,rel_ref_c,Relative refractory c,CV squared error,7,3,0.6000000238418579,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
123,153,grid,6,rel_ref_c,Relative refractory c,CV squared error,1,6,0.6800000071525574,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,153,grid,6,rel_ref_c,Relative refractory c,CV squared error,2,3,0.6800000071525574,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,153,grid,6,rel_ref_c,Relative refractory c,CV squared error,7,3,0.6800000071525574,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
123,154,grid,7,rel_ref_c,Relative refractory c,CV squared error,1,6,0.7599999904632568,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,154,grid,7,rel_ref_c,Relative refractory c,CV squared error,2,3,0.7599999904632568,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,154,grid,7,rel_ref_c,Relative refractory c,CV squared error,7,3,0.7599999904632568,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
123,155,grid,8,rel_ref_c,Relative refractory c,CV squared error,1,6,0.8399999737739563,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,155,grid,8,rel_ref_c,Relative refractory c,CV squared error,2,3,0.8399999737739563,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,155,grid,8,rel_ref_c,Relative refractory c,CV squared error,7,3,0.8399999737739563,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
123,156,grid,9,rel_ref_c,Relative refractory c,CV squared error,1,6,0.9200000166893005,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,156,grid,9,rel_ref_c,Relative refractory c,CV squared error,2,3,0.9200000166893005,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,156,grid,9,rel_ref_c,Relative refractory c,CV squared error,7,3,0.9200000166893005,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
123,157,grid,10,rel_ref_c,Relative refractory c,CV squared error,1,6,1.0,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,157,grid,10,rel_ref_c,Relative refractory c,CV squared error,2,3,1.0,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,157,grid,10,rel_ref_c,Relative refractory c,CV squared error,7,3,1.0,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
123,158,checkpoint_baseline,-1,rel_ref_c,Relative refractory c,CV squared error,1,6,1.0,0.12150664627552032,4714.0,0.12150664627552032,-11586.75390625,44.52870709036609,1327.0,0.9798001646995544,True
123,158,checkpoint_baseline,-1,rel_ref_c,Relative refractory c,CV squared error,2,3,1.0,0.3585936427116394,1324.0,0.3585936427116394,-13681.6064453125,17.885305862219386,533.0,0.6014820337295532,True
123,158,checkpoint_baseline,-1,rel_ref_c,Relative refractory c,CV squared error,7,3,1.0,0.3006350100040436,2910.0,0.3006350100040436,-6382.93896484375,15.50283547531962,462.0,1.1525228023529053,True
