init_id,cell,log_offset,epsilon,center_gain,gain_mean,loss_mean,loss_ci_low,loss_ci_high,loss_sem,delta_loss_mean,delta_loss_ci_low,delta_loss_ci_high,delta_loss_sem,analytic_log_mean,analytic_log_ci_low,analytic_log_ci_high,firing_rate_mean_hz
1,1,0.0,0.0,0.0065463040955364,0.0065463040955364,42990.625,42688.72835217691,43292.52164782309,127.67214394411066,0.0,0.0,0.0,0.0,340265.44394642673,328430.6940417601,352100.19385109335,160.59444313949194
1,1,0.0025,0.0025,0.0065463040955364,0.0065626907162368,43135.75,42821.81146153851,43449.68853846149,132.76466155247357,145.125,42.01231670900566,248.23768329099434,43.60637138079709,340265.44394642673,328430.6940417601,352100.19385109335,160.7831951947921
1,1,0.005,0.005,0.0065463040955364,0.0065791173838078,43192.0,42894.514131281954,43489.485868718046,125.80682470699728,201.375,99.1087233704787,303.6412766295213,43.24842585904965,340265.44394642673,328430.6940417601,352100.19385109335,160.8377235663233
1,1,0.01,0.01,0.0065463040955364,0.006612095516175,43250.5,43035.19765530241,43465.80234469759,91.05139835750542,259.875,36.07357227843397,483.67642772156603,94.64566202043132,340265.44394642673,328430.6940417601,352100.19385109335,160.93419683903224
1,1,0.02,0.02,0.0065463040955364,0.0066785481758415,43431.625,43158.16273818341,43705.08726181659,115.64723724388254,441.0,203.32375328663818,678.6762467133618,100.51332534260602,340265.44394642673,328430.6940417601,352100.19385109335,161.2613670682192
1,1,0.05,0.05,0.0065463040955364,0.0068819401785731,44411.5,44064.11027664999,44758.88972335001,146.91117335704203,1420.875,974.6685872736986,1867.0814127263016,188.70076817732956,340265.44394642673,328430.6940417601,352100.19385109335,162.67491023791146
1,1,0.1,0.1,0.0065463040955364,0.0072347852401435,45967.875,45488.441874988515,46447.308125011485,202.7523504795937,2977.25,2499.0740645706596,3455.4259354293404,202.22068479051012,340265.44394642673,328430.6940417601,352100.19385109335,164.78893325727321
1,2,-0.1,0.1,0.0059406426735222,0.005375315900892,4083.375,3989.442618851027,4177.307381148973,39.72402003646084,-362.25,-437.8965304092043,-286.6034695907957,31.990930634433607,5203.170920741017,4916.477647084464,5489.86419439757,49.40270460722794
1,2,-0.05,0.05,0.0059406426735222,0.005650914274156,4244.0,4157.825515202471,4330.174484797529,36.443204343980824,-201.625,-250.3318677348085,-152.9181322651915,20.598142686729236,5203.170920741017,4916.477647084464,5489.86419439757,50.30032549243313
1,2,-0.02,0.02,0.0059406426735222,0.0058230101130902,4355.375,4281.524842151441,4429.225157848559,31.231244371622466,-90.25,-167.29201233739548,-13.207987662604523,32.581080180286925,5203.170920741017,4916.477647084464,5489.86419439757,50.99241636186705
1,2,-0.01,0.01,0.0059406426735222,0.0058815320953726,4381.125,4295.485815034745,4466.764184965255,36.21682595345507,-64.5,-106.30104608148557,-22.69895391851444,17.677669529663685,5203.170920741017,4916.477647084464,5489.86419439757,51.12664004563605
